departure_time,arrival_time,driver_code,dtg_status,driving_time,driving_distance,speed_max,speed_avg,rpm_max,rpm_avg,volt_min,volt_max,overspeed_time,accumulated_distance
2022-11-12 12:58:48,2022-11-12 13:01:35,8581563,0,167,0,11,3.3,804,552.2,280,285,0,1200846
2022-11-12 13:09:13,2022-11-12 15:10:07,8581563,0,7254,81,109,39.9,1907,1035.6,245,285,0,1200927
2022-11-12 15:15:21,2022-11-12 15:17:01,8581563,0,100,0,11,3.0,848,488.3,200,285,0,1200927
2022-11-12 15:20:11,2022-11-12 15:20:29,8581563,0,18,0,6,1.8,846,446.7,225,280,0,1200927
2022-11-12 15:21:27,2022-11-12 15:21:43,8581563,0,16,0,0,0.0,0,0.0,250,255,0,1200927
2022-11-12 15:25:45,2022-11-12 15:26:19,8581563,0,34,0,11,4.2,821,505.4,250,280,0,1200927
2022-11-12 15:52:16,2022-11-12 15:53:19,8581563,0,63,0,8,2.7,624,441.2,185,285,0,1200927
2022-11-12 16:00:39,2022-11-12 18:11:11,8581563,0,7832,81,106,37.1,1928,980.4,200,285,0,1201008
2022-11-12 18:52:27,2022-11-12 18:53:41,8581563,0,74,0,6,1.1,764,318.2,245,285,0,1201008
2022-11-12 18:58:59,2022-11-12 20:30:59,8581563,0,5520,81,103,52.7,1753,953.1,265,285,0,1201089
2022-11-12 20:31:53,2022-11-12 20:32:09,8581563,0,16,0,0,0.0,0,0.0,245,250,0,1201089
2022-11-12 20:32:18,2022-11-12 20:42:47,8581563,13,629,0,0,0.0,0,0.0,245,250,0,1201089
2022-11-12 20:47:44,2022-11-12 20:47:59,8581563,0,15,0,10,2.8,944,526.1,200,280,0,1201089
2022-11-12 20:57:14,2022-11-12 20:58:31,8581563,0,77,0,8,2.8,878,505.3,215,280,0,1201089
2022-11-12 20:58:56,2022-11-12 21:00:27,8581563,0,91,0,6,1.5,613,463.2,235,285,0,1201089
2022-11-13 6:29:16,2022-11-13 6:33:39,3529073,0,263,0,6,0.6,643,500.2,215,285,0,1201089
2022-11-13 6:49:32,2022-11-13 8:22:45,3529073,0,5593,81,108,52.0,1563,926.6,275,285,0,1201170
2022-11-13 9:41:13,2022-11-13 9:41:19,3529073,0,6,0,8,4.9,875,649.6,280,285,0,1201170
2022-11-13 9:46:47,2022-11-13 11:38:49,3529073,0,6722,128,107,68.3,1770,1040.9,270,285,0,1201298
2022-11-13 12:33:33,2022-11-13 12:35:15,3529073,0,102,1,7,1.9,838,533.4,280,285,0,1201299
2022-11-13 12:42:17,2022-11-13 15:14:21,3529073,0,9124,122,113,48.0,1762,905.6,275,285,26,1201421
2022-11-13 16:01:13,2022-11-13 18:01:45,3529073,0,7232,81,109,40.1,1756,981.3,275,285,0,1201502
2022-11-13 18:58:13,2022-11-13 20:51:55,3529073,0,6822,81,108,42.7,1599,885.1,275,285,0,1201583
2022-11-14 6:23:13,2022-11-14 9:07:03,3529073,0,9830,134,114,48.8,1768,923.6,270,285,16,1201717
2022-11-14 10:32:48,2022-11-14 10:32:59,3529073,0,11,0,6,3.7,728,535.5,270,285,0,1201717
2022-11-14 10:43:57,2022-11-14 12:50:45,3529073,0,7608,114,111,53.9,1696,949.3,275,285,20,1201831
2022-11-14 13:44:08,2022-11-14 15:29:31,3529073,0,6323,111,109,62.5,1722,1039.0,215,285,0,1201942
2022-11-14 15:34:43,2022-11-14 15:47:11,3529073,0,748,0,8,0.8,805,505.3,275,285,0,1201942
2022-11-14 15:47:53,2022-11-14 15:48:11,3529073,0,18,0,0,0.0,0,0.0,250,255,0,1201942
2022-11-14 16:12:34,2022-11-14 16:14:01,3529073,0,87,0,11,5.0,800,553.9,280,285,0,1201942
2022-11-14 16:18:13,2022-11-14 16:19:23,3529073,0,70,0,12,3.0,1275,549.5,210,285,0,1201942
2022-11-14 16:35:09,2022-11-14 16:35:39,3529073,0,30,0,5,1.4,724,515.3,275,285,0,1201942
2022-11-14 16:39:53,2022-11-14 19:12:47,3529073,0,9174,114,110,44.7,1743,920.3,275,285,0,1202056
2022-11-14 19:40:45,2022-11-14 21:23:13,3529073,0,6148,111,110,64.4,1643,1009.7,275,285,0,1202167
2022-11-15 9:10:23,2022-11-15 9:16:19,3529073,0,356,0,0,0.0,763,499.4,280,290,0,1202167
2022-11-15 9:36:07,2022-11-15 9:37:31,3529073,0,84,0,8,2.1,824,559.8,280,285,0,1202167
2022-11-15 9:43:23,2022-11-15 11:51:45,3529073,0,7702,128,109,59.6,1664,993.6,275,285,0,1202295
2022-11-15 12:52:46,2022-11-15 12:53:15,3529073,0,29,0,11,4.5,818,540.2,275,285,0,1202295
2022-11-15 12:57:46,2022-11-15 14:39:51,3529073,0,6125,110,108,64.5,1624,1013.7,275,285,0,1202405
2022-11-15 15:35:36,2022-11-15 15:37:25,3529073,0,109,0,9,2.0,944,559.1,280,285,0,1202405
2022-11-15 15:44:08,2022-11-15 16:10:11,3529073,0,1563,18,104,40.6,1614,867.5,270,285,0,1202423
2022-11-15 16:15:06,2022-11-15 20:26:27,3529073,0,15081,221,110,52.5,1639,966.7,270,285,0,1202644
2022-11-16 7:12:07,2022-11-16 10:26:59,3529073,0,11692,128,111,39.3,1758,915.5,270,285,20,1202772
2022-11-16 10:42:07,2022-11-16 10:43:33,3529073,0,86,0,14,5.3,865,588.8,280,285,0,1202772
2022-11-16 10:49:16,2022-11-16 12:49:05,3529073,0,7189,111,108,55.3,1712,946.2,275,285,0,1202883
2022-11-16 12:53:52,2022-11-16 12:54:45,3529073,0,53,0,6,2.6,759,510.9,275,280,0,1202883
2022-11-16 13:34:33,2022-11-16 13:35:17,3529073,0,44,0,9,3.3,975,603.6,280,285,0,1202883
2022-11-16 13:42:17,2022-11-16 15:41:03,3529073,0,7126,111,108,55.6,1602,947.0,200,285,0,1202994
2022-11-16 17:20:11,2022-11-16 18:59:03,3529073,0,5932,81,103,49.0,1617,889.6,270,285,0,1203075
2022-11-16 20:41:41,2022-11-16 20:43:13,3529073,0,92,0,8,2.1,815,544.5,280,285,0,1203075
2022-11-16 20:48:48,2022-11-16 22:11:03,3529073,0,4935,81,106,59.0,1590,975.4,275,285,0,1203156
2022-11-17 7:50:05,2022-11-17 10:09:55,3529073,0,8390,111,108,47.2,1763,888.4,250,285,0,1203267
2022-11-17 11:29:25,2022-11-17 11:30:37,3529073,0,72,0,6,1.0,744,515.8,275,285,0,1203267
2022-11-17 11:31:03,2022-11-17 11:31:31,3529073,0,28,0,8,3.7,900,579.9,235,285,0,1203267
2022-11-17 11:44:30,2022-11-17 13:37:43,3529073,0,6793,110,108,58.3,1765,1015.8,275,285,0,1203377
2022-11-17 14:41:30,2022-11-17 14:43:13,3529073,0,103,0,15,3.7,898,563.8,280,285,0,1203377
2022-11-17 14:48:40,2022-11-17 16:12:23,3529073,0,5023,81,108,57.7,1659,975.3,275,285,0,1203458
2022-11-17 17:18:56,2022-11-17 19:30:53,3529073,0,7917,82,106,36.8,1599,865.0,270,285,0,1203540
2022-11-17 20:09:55,2022-11-17 21:36:39,3529073,0,5204,81,109,55.8,1538,960.3,275,285,0,1203621
2022-11-18 7:38:29,2022-11-18 7:41:53,3529073,0,204,0,0,0.0,588,500.0,280,290,0,1203621
2022-11-18 8:05:24,2022-11-18 9:51:59,3529073,0,6395,81,108,45.5,1639,867.4,220,285,0,1203702
2022-11-18 11:31:33,2022-11-18 11:33:01,3529073,0,88,0,6,1.0,817,517.5,275,285,0,1203702
2022-11-18 11:36:49,2022-11-18 13:23:37,3529073,0,6408,81,108,45.2,1741,906.2,270,285,0,1203783
2022-11-18 13:27:34,2022-11-18 14:01:27,3529073,0,2033,0,14,0.2,1450,1018.9,275,285,0,1203783
2022-11-18 14:11:33,2022-11-18 14:12:13,3529073,0,40,0,9,4.4,885,585.5,275,285,0,1203783
2022-11-18 14:19:32,2022-11-18 16:07:29,3529073,0,6477,81,109,44.8,1708,908.8,270,285,0,1203864
2022-11-18 16:42:47,2022-11-18 16:42:57,3529073,0,10,0,9,3.1,911,609.1,275,280,0,1203864
2022-11-18 16:48:48,2022-11-18 19:13:07,3529073,0,8659,114,109,47.2,1655,922.6,275,285,0,1203978
2022-11-18 19:15:32,2022-11-18 19:19:43,3529073,0,251,0,0,0.0,688,499.9,275,285,0,1203978
2022-11-18 19:20:17,2022-11-18 19:20:59,3529073,0,42,0,5,2.2,859,457.8,200,280,0,1203978
2022-11-18 20:00:57,2022-11-18 20:01:07,3529073,0,10,0,9,2.9,984,595.7,280,285,0,1203978
2022-11-18 20:13:52,2022-11-18 22:09:19,3529073,0,6927,111,107,57.3,1527,952.4,270,285,0,1204089
2022-11-19 7:59:28,2022-11-19 8:02:27,3529073,0,179,0,0,0.0,618,494.9,220,285,0,1204089
2022-11-19 8:14:48,2022-11-19 10:40:25,3529073,0,8737,81,109,33.2,1711,940.0,275,285,0,1204170
2022-11-19 11:21:38,2022-11-19 11:23:07,3529073,0,89,0,8,1.8,828,538.7,275,285,0,1204170
2022-11-19 11:29:30,2022-11-19 12:55:29,3529073,0,5159,81,110,56.3,1711,966.2,200,285,0,1204251
2022-11-19 14:30:42,2022-11-19 14:31:17,3529073,0,35,0,17,11.0,1035,774.1,275,285,0,1204251
2022-11-19 14:38:17,2022-11-19 16:29:43,3529073,0,6686,111,109,59.2,1791,1003.6,275,290,0,1204362
2022-11-19 16:32:29,2022-11-19 17:28:37,3529073,13,3368,0,5,0.0,800,7.8,205,275,0,1204362
2022-11-19 17:28:43,2022-11-19 17:29:01,3529073,0,18,0,0,0.0,0,0.0,255,265,0,1204362
2022-11-19 17:29:33,2022-11-19 20:05:59,3529073,0,9386,139,109,53.5,1829,936.5,210,285,0,1204501
2022-11-19 20:40:54,2022-11-19 22:25:45,3529073,0,6291,111,111,62.9,1671,1014.2,270,285,4,1204612
2022-11-20 7:52:28,2022-11-20 7:52:41,1,0,13,0,4,1.7,737,524.6,280,285,0,1204612
2022-11-20 8:12:38,2022-11-20 8:13:53,3529073,0,75,0,1,0.0,787,500.3,280,285,0,1204612
2022-11-20 8:36:43,2022-11-20 9:06:53,3529073,0,1810,18,100,35.2,1570,795.9,275,290,0,1204630
2022-11-20 9:18:45,2022-11-20 11:00:41,3529073,0,6116,96,109,56.6,1807,993.6,275,285,0,1204726
2022-11-20 11:42:01,2022-11-20 13:25:31,3529073,0,6210,111,109,63.7,1740,1066.4,205,285,0,1204837
2022-11-20 13:32:18,2022-11-20 13:33:17,3529073,0,59,0,8,3.3,823,539.8,275,285,0,1204837
2022-11-20 14:39:41,2022-11-20 19:58:23,3529073,0,19122,250,109,47.0,1881,938.4,270,285,0,1205087
2022-11-21 6:40:04,2022-11-21 7:08:31,1,0,1707,18,108,37.4,1833,837.3,275,285,0,1205105
2022-11-21 7:17:19,2022-11-21 8:33:55,9179345,0,4596,93,111,72.1,1872,1091.3,200,285,6,1205198
2022-11-21 9:59:05,2022-11-21 10:01:43,9179345,0,158,0,8,0.7,728,114.5,205,285,0,1205198
2022-11-21 10:04:52,2022-11-21 11:37:27,9179345,0,5555,81,109,52.1,1805,955.9,190,285,0,1205279
2022-11-21 12:34:48,2022-11-21 12:35:13,9179345,0,25,0,9,5.1,926,534.3,275,285,0,1205279
2022-11-21 12:50:35,2022-11-21 14:13:17,9179345,0,4962,81,109,58.6,1953,1010.8,275,285,0,1205360
2022-11-21 15:44:06,2022-11-21 15:44:29,9179345,0,23,0,8,2.4,829,573.1,275,285,0,1205360
2022-11-21 15:49:14,2022-11-21 17:47:03,9179345,0,7069,128,109,64.9,1773,1102.5,275,285,0,1205488
2022-11-21 18:47:32,2022-11-21 18:47:57,9179345,0,25,0,11,5.7,827,533.7,275,285,0,1205488
2022-11-21 18:59:32,2022-11-21 19:22:09,9179345,0,1357,18,106,46.5,1660,908.1,270,285,0,1205506
2022-11-21 19:34:39,2022-11-21 20:58:29,9179345,0,5030,97,111,68.9,1928,1120.2,270,285,12,1205603
2022-11-22 6:52:52,2022-11-22 8:39:15,1,0,6383,81,113,45.5,1896,919.2,275,285,12,1205684
2022-11-22 9:54:04,2022-11-22 9:54:25,9179345,0,21,0,10,5.7,830,542.1,275,285,0,1205684
2022-11-22 9:59:28,2022-11-22 11:17:25,9179345,0,4677,81,109,62.1,1944,1039.8,205,285,0,1205765
2022-11-22 13:00:18,2022-11-22 13:01:01,9179345,0,43,0,9,1.5,922,547.2,280,285,0,1205765
2022-11-22 13:09:40,2022-11-22 14:24:39,9179345,0,4499,82,109,64.7,1892,1067.7,275,285,0,1205847
2022-11-22 15:51:10,2022-11-22 15:51:35,9179345,0,25,0,8,4.8,724,516.5,275,285,0,1205847
2022-11-22 15:59:46,2022-11-22 18:14:11,9179345,0,8065,81,109,36.0,2011,880.9,270,285,0,1205928
2022-11-22 18:54:43,2022-11-22 18:56:09,9179345,0,86,0,12,4.5,751,536.7,275,285,0,1205928
2022-11-22 18:58:40,2022-11-22 20:51:03,9179345,0,6743,81,109,43.0,1772,1015.9,210,285,0,1206009
2022-11-22 21:12:16,2022-11-22 21:14:07,9179345,0,111,0,8,1.2,826,510.0,275,285,0,1206009
2022-11-23 5:07:50,2022-11-23 5:54:47,9179345,0,2817,0,0,0.0,594,499.3,275,290,0,1206009
2022-11-23 6:57:12,2022-11-23 8:28:55,9179345,0,5503,81,109,52.9,1899,954.5,205,285,0,1206090
2022-11-23 9:40:30,2022-11-23 9:43:21,9179345,0,171,0,13,2.4,1131,194.0,180,285,0,1206090
2022-11-23 9:48:38,2022-11-23 11:48:53,9179345,0,7215,128,109,63.7,1957,1041.2,275,285,0,1206218
2022-11-23 11:49:09,2022-11-23 11:53:01,9179345,0,232,1,14,2.4,955,524.7,225,285,0,1206219
2022-11-23 12:09:05,2022-11-23 12:11:03,9179345,0,118,0,9,1.9,858,515.2,275,285,0,1206219
2022-11-23 12:24:43,2022-11-23 12:25:17,9179345,0,34,0,9,4.1,816,515.7,275,285,0,1206219
2022-11-23 12:45:15,2022-11-23 13:06:01,9179345,0,1246,18,109,50.6,1707,953.2,275,285,0,1206237
2022-11-23 13:19:40,2022-11-23 14:33:41,9179345,0,4441,92,110,74.7,1950,1158.7,275,285,0,1206329
2022-11-23 14:44:58,2022-11-23 14:45:37,9179345,0,39,0,8,2.8,881,555.3,275,285,0,1206329
2022-11-23 16:04:02,2022-11-23 16:04:53,9179345,0,51,1,12,6.6,1231,782.0,250,285,0,1206330
