departure_time,arrival_time,driver_code,dtg_status,driving_time,driving_distance,speed_max,speed_avg,rpm_max,rpm_avg,volt_min,volt_max,overspeed_time,accumulated_distance
2022-11-18 21:14:55,2022-11-18 21:15:39,6987201,0,44,1,8,2.8,799,522.5,255,285,0,1054237
2022-11-19 6:48:17,2022-11-19 8:19:39,8033137,0,5482,82,107,54.3,1896,976.4,215,285,0,1054319
2022-11-19 9:50:49,2022-11-19 14:41:45,8033137,0,17456,238,110,49.1,1970,1025.3,270,285,0,1054558
2022-11-19 16:00:39,2022-11-19 16:00:57,8033137,0,18,0,7,3.0,848,508.1,210,280,0,1054558
2022-11-19 16:10:13,2022-11-19 17:48:03,8033137,0,5870,83,109,50.5,1824,1056.5,275,285,0,1054641
2022-11-19 18:58:19,2022-11-19 20:47:19,8033137,0,6540,83,104,45.5,1782,988.3,210,285,0,1054724
2022-11-20 6:29:16,2022-11-20 6:31:03,8033137,0,107,0,0,0.0,646,494.9,230,285,0,1054724
2022-11-20 6:31:17,2022-11-20 9:01:59,8033137,0,9042,129,108,51.1,1921,1001.7,205,285,0,1054853
2022-11-20 9:02:16,2022-11-20 9:30:39,8033137,0,1703,0,0,0.0,1060,991.8,220,285,0,1054853
2022-11-20 10:31:06,2022-11-20 10:35:15,8033137,0,249,0,7,0.7,715,91.1,215,280,0,1054853
2022-11-20 10:45:38,2022-11-20 11:10:15,8033137,0,1477,18,88,42.8,1887,988.0,275,285,0,1054871
2022-11-20 11:18:50,2022-11-20 15:31:57,8033137,0,15187,218,107,51.7,1914,1015.2,220,285,0,1055089
2022-11-20 16:42:25,2022-11-20 21:40:03,8033137,0,17858,270,108,54.2,1927,1047.4,190,285,0,1055359
2022-11-21 8:55:29,2022-11-21 8:56:17,6987201,0,48,0,13,3.8,1424,629.8,280,285,0,1055359
2022-11-21 9:15:05,2022-11-21 9:16:59,6987201,0,114,0,13,2.6,1443,632.6,280,285,0,1055359
2022-11-21 9:21:49,2022-11-21 9:23:55,6987201,0,126,0,7,0.6,690,509.1,280,285,0,1055359
2022-11-21 9:38:17,2022-11-21 9:39:07,6987201,0,50,0,9,3.3,913,546.7,280,285,0,1055359
2022-11-21 9:43:42,2022-11-21 10:08:45,6987201,0,1503,18,105,41.9,1592,865.7,275,285,0,1055377
2022-11-21 10:17:38,2022-11-21 11:55:41,6987201,0,5883,110,107,67.1,1520,1044.9,215,285,0,1055487
2022-11-21 12:53:54,2022-11-21 12:54:19,6987201,0,25,0,7,2.0,748,537.3,280,285,0,1055487
2022-11-21 12:58:02,2022-11-21 14:47:55,6987201,0,6593,112,109,60.6,1729,1001.6,270,285,0,1055599
2022-11-21 15:14:36,2022-11-21 15:22:41,6987201,0,485,1,50,10.4,1434,660.2,275,285,0,1055600
2022-11-21 15:33:10,2022-11-21 15:33:45,6987201,0,35,0,10,4.4,1040,591.9,210,280,0,1055600
2022-11-21 15:43:29,2022-11-21 16:07:51,6987201,0,1462,18,103,42.4,1624,888.7,275,285,0,1055618
2022-11-21 16:07:54,2022-11-21 18:28:23,6987201,0,8429,109,108,46.3,1640,995.6,190,285,0,1055727
2022-11-21 18:28:26,2022-11-21 18:42:25,6987201,0,839,0,14,0.6,1315,934.5,240,285,0,1055727
2022-11-21 18:42:29,2022-11-21 20:33:45,6987201,0,6676,112,108,60.5,1593,970.0,215,285,0,1055839
2022-11-21 20:34:40,2022-11-21 20:35:57,6987201,0,77,0,0,0.0,0,0.0,250,255,0,1055839
2022-11-22 7:26:44,2022-11-22 7:28:17,6987201,0,93,0,0,0.0,697,499.6,280,285,0,1055839
2022-11-22 7:37:41,2022-11-22 8:07:15,6987201,0,1774,18,102,35.4,1593,814.9,280,285,0,1055857
2022-11-22 8:17:59,2022-11-22 9:55:19,6987201,0,5840,108,108,66.6,1594,1049.4,235,285,0,1055965
2022-11-22 10:44:01,2022-11-22 10:44:17,6987201,0,16,0,8,2.5,877,588.3,280,285,0,1055965
2022-11-22 10:48:31,2022-11-22 12:42:45,6987201,0,6854,116,109,60.3,1643,1006.9,275,285,0,1056081
2022-11-22 12:49:08,2022-11-22 12:51:33,6987201,0,145,0,10,1.6,1073,335.7,200,285,0,1056081
2022-11-22 13:37:42,2022-11-22 13:38:31,6987201,0,49,0,8,3.2,888,545.0,280,285,0,1056081
2022-11-22 13:43:11,2022-11-22 14:11:17,6987201,0,1686,17,103,37.1,1635,842.5,275,285,0,1056098
2022-11-22 14:19:40,2022-11-22 15:42:53,6987201,0,4993,92,108,65.4,1652,1038.8,270,285,0,1056190
2022-11-22 17:21:33,2022-11-22 17:22:05,6987201,0,32,0,8,1.9,837,541.6,280,285,0,1056190
2022-11-22 17:29:32,2022-11-22 18:48:03,6987201,0,4711,79,108,60.3,1497,981.3,275,285,0,1056269
2022-11-22 20:28:20,2022-11-22 20:29:13,6987201,0,53,0,9,1.1,792,526.2,280,285,0,1056269
2022-11-22 20:33:08,2022-11-22 20:34:03,6987201,0,55,0,5,2.1,717,505.6,270,285,0,1056269
2022-11-22 20:36:26,2022-11-22 20:38:39,6987201,0,133,0,9,1.3,963,546.3,280,285,0,1056269
2022-11-22 20:49:08,2022-11-22 22:09:51,6987201,0,4843,80,107,59.2,1524,987.4,275,285,0,1056349
2022-11-22 22:10:06,2022-11-22 22:11:45,6987201,0,99,0,0,0.0,0,0.0,250,255,0,1056349
2022-11-23 7:35:54,2022-11-23 7:37:03,6987201,0,69,0,0,0.0,705,496.9,270,285,0,1056349
2022-11-23 8:11:12,2022-11-23 8:12:29,6987201,0,77,0,14,4.8,1156,608.7,280,285,0,1056349
2022-11-23 8:12:30,2022-11-23 10:19:09,6987201,0,7599,116,108,54.6,1694,956.8,200,285,0,1056465
2022-11-23 10:19:14,2022-11-23 10:42:25,6987201,0,1391,0,0,0.0,1060,928.0,240,285,0,1056465
2022-11-23 11:34:45,2022-11-23 11:35:15,6987201,0,30,0,7,4.8,782,619.6,280,285,0,1056465
2022-11-23 11:44:33,2022-11-23 12:07:09,6987201,0,1356,17,101,46.0,1600,903.6,275,285,0,1056482
2022-11-23 12:18:02,2022-11-23 13:34:21,6987201,0,4579,94,108,73.5,1611,1076.0,215,285,0,1056576
2022-11-23 14:41:44,2022-11-23 14:42:15,6987201,0,31,1,5,2.1,610,491.4,250,285,0,1056577
2022-11-23 14:47:54,2022-11-23 16:13:23,6987201,0,5129,79,107,55.6,1758,961.1,275,285,0,1056656
2022-11-23 16:21:15,2022-11-23 16:22:03,6987201,0,48,0,7,1.9,690,532.3,275,285,0,1056656
2022-11-23 17:23:17,2022-11-23 17:23:35,6987201,0,18,0,13,5.5,1309,748.8,275,285,0,1056656
2022-11-23 17:28:42,2022-11-23 19:19:57,6987201,0,6675,80,107,42.9,1522,898.5,270,285,0,1056736
2022-11-23 20:14:19,2022-11-23 20:14:39,6987201,0,20,0,7,2.3,805,540.1,280,285,0,1056736
2022-11-23 20:18:44,2022-11-23 21:32:51,6987201,0,4447,80,106,64.1,1582,1017.4,275,285,0,1056816
2022-11-23 21:33:04,2022-11-23 21:34:43,6987201,0,99,0,0,0.0,0,0.0,250,255,0,1056816
2022-11-24 7:40:56,2022-11-24 8:21:21,6987201,0,2425,0,10,0.2,1046,502.9,275,285,0,1056816
2022-11-24 8:26:40,2022-11-24 9:52:09,6987201,0,5129,80,107,55.8,1700,952.7,275,285,0,1056896
2022-11-24 11:30:00,2022-11-24 11:31:27,6987201,0,87,0,9,0.9,892,524.2,280,285,0,1056896
2022-11-24 11:37:56,2022-11-24 12:55:17,6987201,0,4641,80,107,61.4,1614,1010.7,205,285,0,1056976
2022-11-24 14:14:29,2022-11-24 14:15:01,6987201,0,32,0,9,4.4,1030,616.1,275,285,0,1056976
2022-11-24 14:17:17,2022-11-24 15:45:11,6987201,0,5274,80,106,54.3,1693,927.4,215,285,0,1057056
2022-11-24 16:40:51,2022-11-24 16:42:05,6987201,0,74,0,16,5.2,1280,611.8,280,285,0,1057056
2022-11-24 16:47:46,2022-11-24 18:41:25,6987201,0,6819,115,109,60.6,1652,1009.6,275,285,0,1057171
2022-11-24 18:42:02,2022-11-24 18:43:23,6987201,0,81,0,5,1.9,751,467.0,220,280,0,1057171
2022-11-24 20:05:24,2022-11-24 20:05:31,6987201,0,7,0,11,3.3,1151,571.3,275,280,0,1057171
2022-11-24 20:11:53,2022-11-24 20:37:11,6987201,0,1518,18,107,41.2,1571,881.4,275,285,0,1057189
2022-11-24 20:50:12,2022-11-24 22:03:21,6987201,0,4389,91,108,74.5,1630,1114.8,275,285,0,1057280
2022-11-24 22:04:51,2022-11-24 22:06:07,6987201,0,76,0,0,0.0,0,0.0,250,255,0,1057280
2022-11-25 7:55:49,2022-11-25 7:58:01,6987201,0,132,0,0,0.0,507,499.6,280,285,0,1057280
2022-11-25 8:21:09,2022-11-25 9:47:05,6987201,0,5156,80,106,55.1,1609,960.9,210,290,0,1057360
2022-11-25 9:53:16,2022-11-25 9:54:57,6987201,0,101,0,12,3.5,1216,614.2,255,285,0,1057360
2022-11-25 9:55:01,2022-11-25 10:33:35,6987201,0,2314,0,0,0.0,1060,875.0,200,285,0,1057360
2022-11-25 11:20:54,2022-11-25 11:21:41,6987201,0,47,0,8,3.4,819,565.9,280,285,0,1057360
2022-11-25 11:28:26,2022-11-25 12:47:59,6987201,0,4773,80,107,59.9,1540,981.0,205,285,0,1057440
2022-11-25 14:34:07,2022-11-25 14:34:17,6987201,0,10,0,9,3.6,924,593.6,280,285,0,1057440
2022-11-25 14:38:32,2022-11-25 16:31:03,6987201,0,6751,108,107,57.7,1644,984.7,270,285,0,1057548
2022-11-25 17:25:01,2022-11-25 17:26:07,6987201,0,66,0,10,2.9,1063,575.7,275,285,0,1057548
2022-11-25 17:33:11,2022-11-25 18:03:37,6987201,0,1826,18,94,34.3,1669,817.7,275,285,0,1057566
2022-11-25 18:09:25,2022-11-25 20:02:55,6987201,0,6810,109,108,57.1,1593,989.2,275,285,0,1057675
2022-11-25 20:42:59,2022-11-25 20:43:07,6987201,0,8,0,10,4.6,1074,614.1,275,280,0,1057675
2022-11-25 20:47:46,2022-11-25 22:51:35,6987201,0,7429,108,105,52.5,1657,939.2,275,285,0,1057783
2022-11-25 22:54:42,2022-11-25 22:56:57,6987201,0,135,0,0,0.0,0,0.0,250,255,0,1057783
2022-11-26 8:09:46,2022-11-26 8:11:49,6987201,0,123,0,8,1.8,851,511.8,280,285,0,1057783
2022-11-26 8:35:15,2022-11-26 8:36:01,6987201,0,46,0,7,1.7,746,531.2,280,285,0,1057783
2022-11-26 8:42:39,2022-11-26 9:09:47,6987201,0,1628,18,102,38.4,1508,820.1,200,285,0,1057801
2022-11-26 9:18:07,2022-11-26 10:52:19,6987201,0,5652,98,106,62.1,1605,1026.4,275,285,0,1057899
2022-11-26 11:44:12,2022-11-26 11:44:15,6987201,0,3,0,8,3.8,858,605.2,275,280,0,1057899
2022-11-26 11:49:18,2022-11-26 13:59:39,6987201,0,7821,109,108,49.8,1551,946.1,270,285,0,1058008
2022-11-26 14:36:01,2022-11-26 14:36:53,6987201,0,52,0,5,1.7,574,499.1,280,285,0,1058008
2022-11-26 14:41:15,2022-11-26 15:11:39,6987201,0,1824,18,99,34.5,1597,806.4,275,285,0,1058026
2022-11-26 15:18:11,2022-11-26 17:32:41,6987201,0,8070,91,108,40.5,1597,908.1,270,285,0,1058117
2022-11-26 17:32:44,2022-11-26 19:51:43,6987201,0,8339,126,108,54.4,1788,1014.4,210,285,0,1058243
2022-11-26 19:51:46,2022-11-26 19:57:47,6987201,0,361,0,0,0.0,1058,1030.3,165,280,0,1058243
2022-11-26 20:01:56,2022-11-26 20:13:31,6987201,0,695,0,0,0.0,1058,1033.5,250,285,0,1058243
2022-11-27 6:16:50,2022-11-27 6:21:11,6987201,0,261,0,0,0.0,612,499.6,280,285,0,1058243
2022-11-27 6:36:50,2022-11-27 7:08:25,6987201,0,1895,18,101,33.2,1541,775.0,280,285,0,1058261
2022-11-27 7:08:30,2022-11-27 8:33:47,6987201,0,5117,94,107,66.2,1566,1107.0,205,285,0,1058355
2022-11-27 10:02:16,2022-11-27 10:03:27,6987201,0,71,0,8,1.0,916,524.8,280,285,0,1058355
2022-11-27 10:07:40,2022-11-27 11:26:57,6987201,0,4757,80,106,59.9,1541,989.2,275,285,0,1058435
2022-11-27 11:32:12,2022-11-27 11:35:39,6987201,0,207,0,11,2.6,1184,559.2,230,285,0,1058435
2022-11-27 11:36:03,2022-11-27 11:41:41,6987201,0,338,0,0,0.0,0,0.0,245,265,0,1058435
2022-11-27 12:42:22,2022-11-27 12:43:01,6987201,0,39,0,10,4.3,1060,645.0,280,285,0,1058435
2022-11-27 12:49:02,2022-11-27 14:34:13,6987201,0,6311,80,104,45.4,1717,920.6,275,285,0,1058515
2022-11-27 15:41:55,2022-11-27 15:42:23,6987201,0,28,0,8,2.0,872,538.6,280,285,0,1058515
2022-11-27 15:48:32,2022-11-27 17:24:49,6987201,0,5777,109,107,67.5,1625,1044.2,275,285,0,1058624
2022-11-27 17:30:09,2022-11-27 17:56:47,6987201,0,1598,17,96,38.7,1545,830.0,210,285,0,1058641
2022-11-27 18:48:28,2022-11-27 18:51:19,6987201,0,171,0,7,1.1,832,502.5,270,285,0,1058641
2022-11-27 18:56:55,2022-11-27 19:22:47,6987201,0,1552,18,99,40.2,1530,837.3,275,285,0,1058659
2022-11-27 19:33:40,2022-11-27 21:36:59,6987201,0,7399,106,102,51.3,1561,939.9,265,285,0,1058765
2022-11-27 21:39:29,2022-11-27 21:40:57,6987201,0,88,0,0,0.0,0,0.0,250,255,0,1058765
2022-11-28 6:22:11,2022-11-28 6:28:07,6987201,0,356,0,0,0.0,729,500.8,280,285,0,1058765
2022-11-28 6:50:39,2022-11-28 8:48:53,6987201,0,7094,80,103,40.3,1765,870.7,270,285,0,1058845
2022-11-28 9:41:43,2022-11-28 9:42:05,6987201,0,22,0,6,2.6,652,516.9,280,285,0,1058845
2022-11-28 9:47:51,2022-11-28 9:49:17,6987201,0,86,0,9,2.8,975,561.0,275,285,0,1058845
2022-11-28 9:57:17,2022-11-28 11:22:01,6987201,0,5084,80,107,56.3,1641,960.7,275,285,0,1058925
2022-11-28 13:03:13,2022-11-28 13:03:31,6987201,0,18,0,5,3.0,799,522.5,275,285,0,1058925
2022-11-28 13:07:42,2022-11-28 14:22:51,6987201,0,4509,79,108,62.8,1599,1016.3,205,285,0,1059004
2022-11-28 14:22:55,2022-11-28 14:54:59,6987201,0,1924,0,0,0.0,1061,924.1,210,285,0,1059004
2022-11-28 15:53:14,2022-11-28 15:54:19,6987201,0,65,0,9,2.8,924,557.9,275,285,0,1059004
2022-11-28 15:58:05,2022-11-28 17:44:51,6987201,0,6406,80,107,44.7,1678,897.7,270,285,0,1059084
2022-11-28 18:53:30,2022-11-28 18:53:41,6987201,0,11,0,9,2.8,965,583.6,280,280,0,1059084
2022-11-28 18:57:42,2022-11-28 20:13:17,6987201,0,4535,79,107,62.7,1561,1002.0,270,285,0,1059163
2022-11-29 6:34:12,2022-11-29 6:36:21,6987201,0,129,0,6,1.3,668,502.6,215,285,0,1059163
2022-11-29 6:55:27,2022-11-29 8:24:13,6987201,0,5326,81,107,53.8,1494,943.9,245,285,0,1059244
2022-11-29 9:41:45,2022-11-29 9:42:09,6987201,0,24,0,9,2.1,943,566.9,270,285,0,1059244
2022-11-29 9:47:58,2022-11-29 11:51:41,6987201,0,7423,126,108,61.0,1550,989.7,275,285,0,1059370
2022-11-29 11:57:57,2022-11-29 11:58:33,6987201,0,36,0,6,2.6,776,523.6,275,285,0,1059370
2022-11-29 12:39:06,2022-11-29 12:39:25,6987201,0,19,0,12,5.0,879,577.1,280,285,0,1059370
2022-11-29 12:44:08,2022-11-29 13:11:19,6987201,0,1631,18,99,38.3,1574,837.7,210,285,0,1059388
2022-11-29 13:18:06,2022-11-29 14:33:37,6987201,0,4531,91,108,72.1,1631,1062.0,275,285,0,1059479
2022-11-29 15:59:46,2022-11-29 17:24:21,6987201,0,5075,80,108,56.2,1646,961.2,275,285,0,1059559
2022-11-29 18:55:03,2022-11-29 20:31:29,6987201,0,5786,80,105,49.6,1525,903.9,215,285,0,1059639
2022-11-29 20:31:44,2022-11-29 20:32:53,6987201,0,69,0,0,0.0,0,0.0,250,255,0,1059639
2022-11-29 20:33:41,2022-11-29 20:34:01,6987201,0,20,0,0,0.0,686,379.6,250,285,0,1059639
2022-11-30 6:41:50,2022-11-30 9:05:15,6987201,0,8605,126,109,52.7,1763,973.5,260,290,0,1059765
2022-11-30 10:02:37,2022-11-30 10:04:41,6987201,0,124,0,0,0.0,827,504.2,275,285,0,1059765
2022-11-30 10:21:05,2022-11-30 10:21:49,6987201,0,44,0,0,0.0,511,500.0,280,285,0,1059765
2022-11-30 10:35:52,2022-11-30 10:36:39,6987201,0,47,0,6,1.7,739,510.5,280,285,0,1059765
2022-11-30 10:40:50,2022-11-30 11:04:55,6987201,0,1445,18,107,43.3,1687,906.5,250,285,0,1059783
2022-11-30 11:04:58,2022-11-30 12:46:05,6987201,0,6067,98,109,58.2,1677,1073.5,260,285,0,1059881
2022-11-30 13:37:46,2022-11-30 13:41:19,6987201,0,213,0,8,0.4,876,509.3,280,285,0,1059881
2022-11-30 13:47:33,2022-11-30 15:37:07,6987201,0,6574,112,107,61.0,1491,997.7,230,285,0,1059993
2022-11-30 15:37:10,2022-11-30 15:59:01,6987201,0,1311,0,0,0.0,1060,957.5,220,285,0,1059993
2022-11-30 16:17:16,2022-11-30 16:18:07,6987201,0,51,0,0,0.0,616,503.8,280,285,0,1059993
2022-11-30 16:25:31,2022-11-30 16:25:53,6987201,0,22,0,6,2.5,675,519.5,280,285,0,1059993
2022-11-30 16:29:25,2022-11-30 17:10:09,6987201,0,2444,18,105,26.0,1546,724.9,270,285,0,1060011
2022-11-30 17:19:52,2022-11-30 19:12:59,6987201,0,6787,95,107,50.4,1536,943.6,270,285,0,1060106
2022-11-30 19:40:15,2022-11-30 21:29:55,6987201,0,6580,112,106,61.0,1486,987.1,265,285,0,1060218
2022-11-30 21:33:10,2022-11-30 21:36:23,6987201,0,193,0,0,0.0,0,0.0,245,255,0,1060218
